"TEHINGU_ID";"KUUPÄEV";"SAAJA_MAKSJA_KONTO";"SAAJA_MAKSJA_NIMI";"SUMMA";"VIITENUMBER";"SELGITUS";"VALUUTA"
"100000000040698";"07.06.2025";"";"HBO MAX";"10.99";"";"07/06/2025 21:45 kaart....700424 HBO MAX/Warsaw/PL #891267";"EUR"
"100000000041112";"07.06.2025";"";"COFFEE SHOP";"5.82";"";"07/06/2025 09:11 kaart....700424 COFFEE SHOP/Paris/FR #663022";"EUR"
"100000000041131";"07.06.2025";"";"HOTEL FRONT DESK";"220.51";"";"07/06/2025 15:34 kaart....700424 HOTEL/Paris/FR #400353";"EUR"
"100000000042492";"07.06.2025";"";"ANNE KANAL TARTU";"10.90";"";"07/06/2025 14:01 kaart....700424 ANNE KANAL/TARTU/EE #621480";"EUR"
"100000000041163";"08.06.2025";"";"SOUVENIR SHOP";"12.49";"";"08/06/2025 14:35 kaart....700424 SOUVENIR SHOP/Paris/FR #987571";"EUR"
"100000000041171";"08.06.2025";"";"HOTEL FRONT DESK";"101.68";"";"08/06/2025 17:30 kaart....700424 HOTEL/Paris/FR #214655";"EUR"
"100000000041187";"08.06.2025";"";"HOTEL FRONT DESK";"88.71";"";"08/06/2025 16:51 kaart....700424 HOTEL/Paris/FR #170674";"EUR"
"100000000041190";"08.06.2025";"";"AIRPORT DUTY FREE";"59.18";"";"08/06/2025 15:38 kaart....700424 AIRPORT DUTY FREE/Paris/FR #906487";"EUR"
"100000000040438";"09.06.2025";"EE021010052087654321";"Starman TV pakett";"12.64";"2080056409";"TV ja internet 06/2025";"EUR"
"100000000040616";"09.06.2025";"";"DISCORD NITRO";"9.99";"";"09/06/2025 21:35 kaart....700424 DISCORD NITRO/San Francisco/US #168643";"EUR"
"100000000041191";"09.06.2025";"";"TAXI";"29.84";"";"09/06/2025 08:02 kaart....700424 TAXI/Paris/FR #696431";"EUR"
"100000000041204";"09.06.2025";"";"HOTEL FRONT DESK";"132.86";"";"09/06/2025 12:22 kaart....700424 HOTEL/Paris/FR #584479";"EUR"
"100000000041245";"09.06.2025";"";"COFFEE SHOP";"4.98";"";"09/06/2025 09:14 kaart....700424 COFFEE SHOP/Paris/FR #292899";"EUR"
"100000000041250";"09.06.2025";"";"HOTEL FRONT DESK";"132.07";"";"09/06/2025 10:55 kaart....700424 HOTEL/Paris/FR #561929";"EUR"
"100000000040236";"10.06.2025";"EE172200221013264589";"Swedbank AS";"94.81";"87851935837";"Lep. 2022770487/põhiosa/L192867825";"EUR"
"100000000040273";"10.06.2025";"EE172200221013264589";"Swedbank AS";"149.79";"87851935837";"Lep. 2022770487/intress/L192867825";"EUR"
"100000000040319";"10.06.2025";"EE062200221034567811";"KÜ Veeriku 14";"92.64";"9186233922";"Korteriühistu kulud 06/2025";"EUR"
"100000000041294";"10.06.2025";"";"TAXI";"23.16";"";"10/06/2025 08:03 kaart....700424 TAXI/Paris/FR #216775";"EUR"
"100000000041304";"10.06.2025";"";"RESTAURANTE LOCAL";"38.75";"";"10/06/2025 12:23 kaart....700424 RESTAURANTE/Paris/FR #140296";"EUR"
"100000000040594";"11.06.2025";"";"XBOX GAME PASS";"14.99";"";"11/06/2025 17:53 kaart....700424 XBOX GAME PASS/Dublin/IE #507734";"EUR"
"100000000041312";"11.06.2025";"";"COFFEE SHOP";"7.56";"";"11/06/2025 10:49 kaart....700424 COFFEE SHOP/Paris/FR #694495";"EUR"
"100000000041354";"11.06.2025";"";"MUSEUM TICKETS";"12.82";"";"11/06/2025 02:04 kaart....700424 MUSEUM/Paris/FR #120754";"EUR"
"100000000041370";"12.06.2025";"";"TAXI";"26.42";"";"12/06/2025 08:58 kaart....700424 TAXI/Paris/FR #884407";"EUR"
"100000000041400";"12.06.2025";"";"COFFEE SHOP";"11.30";"";"12/06/2025 10:58 kaart....700424 COFFEE SHOP/Paris/FR #260576";"EUR"
"100000000041411";"12.06.2025";"";"TAXI";"33.01";"";"12/06/2025 08:24 kaart....700424 TAXI/Paris/FR #369705";"EUR"
"100000000041438";"13.06.2025";"";"COFFEE SHOP";"4.46";"";"13/06/2025 10:02 kaart....700424 COFFEE SHOP/Paris/FR #582273";"EUR"
"100000000041479";"13.06.2025";"";"COFFEE SHOP";"16.97";"";"13/06/2025 14:08 kaart....700424 COFFEE SHOP/Paris/FR #980945";"EUR"
"100000000041508";"13.06.2025";"";"SOUVENIR SHOP";"16.32";"";"13/06/2025 15:46 kaart....700424 SOUVENIR SHOP/Paris/FR #574283";"EUR"
"100000000042466";"13.06.2025";"";"AURA VEEKESKUS";"15.96";"";"13/06/2025 12:09 kaart....700424 AURA VEEKESKUS/TARTU/EE #721739";"EUR"
"100000000040660";"14.06.2025";"";"AUDIBLE";"9.99";"";"14/06/2025 01:22 kaart....700424 AUDIBLE/London/GB #161471";"EUR"
"100000000041522";"14.06.2025";"";"AIRPORT DUTY FREE";"40.07";"";"14/06/2025 14:46 kaart....700424 AIRPORT DUTY FREE/Paris/FR #655678";"EUR"
"100000000041562";"14.06.2025";"";"HOTEL FRONT DESK";"114.76";"";"14/06/2025 16:42 kaart....700424 HOTEL/Paris/FR #922215";"EUR"
"100000000041576";"14.06.2025";"";"SOUVENIR SHOP";"42.95";"";"14/06/2025 15:41 kaart....700424 SOUVENIR SHOP/Paris/FR #421806";"EUR"
"100000000042433";"14.06.2025";"EE6917609105942982291";"Piret Saar";"84.47";"";"Arve jagamine";"EUR"
"100000000042454";"14.06.2025";"";"Swedbank ATM TARTU";"20.00";"";"14/06/2025 22:08 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000040474";"15.06.2025";"";"OPENAI *CHATGPT SUBSCR";"25.00";"";"15/06/2025 22:54 kaart....700424 OPENAI *CHATGPT SUBSCR/San Francisco/US #909483";"EUR"
"100000000041598";"15.06.2025";"";"Veeriku Selver";"56.12";"";"15/06/2025 17:12 kaart....700424 VEERIKU SELVER/TARTU/EE #327727";"EUR"
"100000000041623";"15.06.2025";"";"OLEREX TARTU VEERIKU";"54.01";"";"15/06/2025 08:44 kaart....700424 OLEREX VEERIKU/TARTU/EE #316481";"EUR"
"100000000041636";"15.06.2025";"";"MAXIMA XX TARTU";"59.74";"";"15/06/2025 18:25 kaart....700424 MAXIMA XX/TARTU/EE #703003";"EUR"
"100000000041676";"16.06.2025";"";"POLPO TARTU";"49.32";"";"16/06/2025 10:39 kaart....700424 POLPO/TARTU/EE #900475";"EUR"
"100000000041697";"17.06.2025";"";"TARTU BOWLING";"17.06";"";"17/06/2025 21:54 kaart....700424 TARTU BOWLING/TARTU/EE #194316";"EUR"
"100000000040278";"18.06.2025";"EE021010052037412007";"Telia Eesti AS";"33.00";"0878057215";"Telia e-arve 06/2025 (mobiil+internet)";"EUR"
"100000000040313";"18.06.2025";"EE021010052037412007";"Telia lisateenus";"9.97";"494097626374";"Telia lisateenus (erimakse) 9.97 EUR";"EUR"
"100000000040317";"18.06.2025";"EE021010052037412007";"Telia lisateenus";"9.36";"53986289509";"Telia lisateenus (erimakse) 9.36 EUR";"EUR"
"100000000040535";"18.06.2025";"";"Netflix";"15.49";"";"18/06/2025 22:33 kaart....700424 Netflix/Amsterdam/NL #275516";"EUR"
"100000000041735";"18.06.2025";"";"VEERIKU SELVER ISETEEN";"9.85";"";"18/06/2025 13:39 kaart....700424 VEERIKU SELVER ISETEEN/TARTU/EE #430825";"EUR"
"100000000041746";"18.06.2025";"";"PLAYSTATION";"32.97";"";"18/06/2025 20:51 kaart....700424 PLAYSTATION/London/GB #689181";"EUR"
"100000000041762";"19.06.2025";"";"Veeriku Selver";"76.54";"";"19/06/2025 18:44 kaart....700424 VEERIKU SELVER/TARTU/EE #989186";"EUR"
"100000000041793";"19.06.2025";"";"GRILLHALDJAS OÜ";"20.97";"";"19/06/2025 14:56 kaart....700424 GRILLHALDJAS/TARTU/EE #499454";"EUR"
"100000000042423";"19.06.2025";"EE3111877844530502248";"Maria Ilves";"150.00";"75757475833";"Lõunasöök";"EUR"
"100000000040810";"20.06.2025";"EE112200221012365478";"PZU Kindlustus";"316.48";"0715879647";"Kasko kindlustus aastamakse";"EUR"
"100000000041831";"20.06.2025";"";"BOLT FOOD";"20.47";"";"20/06/2025 16:59 kaart....700424 BOLT FOOD/TARTU/EE #562355";"EUR"
"100000000041836";"20.06.2025";"";"PARKLAHALDUSE OU";"1.40";"";"20/06/2025 08:05 kaart....700424 PARKLAHALDUSE OU/TARTU/EE #487939";"EUR"
"100000000041879";"20.06.2025";"";"RIMI TARTU LOUNAKESKUS";"68.47";"";"20/06/2025 09:59 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #929389";"EUR"
"100000000041918";"20.06.2025";"";"RIMI TARTU LOUNAKESKUS";"33.68";"";"20/06/2025 20:05 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #471942";"EUR"
"100000000040732";"21.06.2025";"";"EA PLAY";"4.99";"";"21/06/2025 22:41 kaart....700424 EA PLAY/Dublin/IE #436124";"EUR"
"100000000041952";"21.06.2025";"";"RIMI TARTU SÕBRA";"28.61";"";"21/06/2025 17:32 kaart....700424 RIMI SÕBRA/TARTU/EE #393859";"EUR"
"100000000041981";"21.06.2025";"";"Amazon.de";"54.11";"";"21/06/2025 22:19 kaart....700424 Amazon.de/Berlin/DE #375894";"EUR"
"100000000042003";"21.06.2025";"";"AURA VEEKESKUS";"13.27";"";"21/06/2025 17:42 kaart....700424 AURA VEEKESKUS/TARTU/EE #184142";"EUR"
"100000000042016";"21.06.2025";"";"OLEREX TARTU VEERIKU";"82.14";"";"21/06/2025 07:19 kaart....700424 OLEREX VEERIKU/TARTU/EE #499162";"EUR"
"100000000040509";"22.06.2025";"";"Google YouTubePremium";"11.99";"";"22/06/2025 20:39 kaart....700424 Google YouTubePremium/London/GB #140657";"EUR"
"100000000042038";"22.06.2025";"";"STARBUCKS TARTU";"7.63";"";"22/06/2025 10:26 kaart....700424 STARBUCKS/TARTU/EE #841637";"EUR"
"100000000042081";"22.06.2025";"";"COOP TARTU KESKLINN";"22.14";"";"22/06/2025 18:05 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #571727";"EUR"
"100000000042130";"22.06.2025";"";"MAXIMA TARTU ANNELINN";"27.51";"";"22/06/2025 17:51 kaart....700424 MAXIMA ANNELINN/TARTU/EE #234769";"EUR"
"100000000040331";"23.06.2025";"EE251010220061309019";"Elektrilevi OÜ";"28.92";"96667252145";"Elektriarve 06/2025 198735";"EUR"
"100000000042131";"23.06.2025";"";"HESBURGER TARTU";"6.30";"";"23/06/2025 12:55 kaart....700424 HESBURGER/TARTU/EE #179074";"EUR"
"100000000040760";"24.06.2025";"EE502200221013579246";"SALVA Kindlustus AS";"201.24";"8345273466";"Liikluskindlustus aastamakse";"EUR"
"100000000042174";"24.06.2025";"";"H&M TARTU LOUNAKESKUS";"78.95";"";"24/06/2025 16:55 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #446974";"EUR"
"100000000042180";"24.06.2025";"";"ZARA TARTU LOUNAKESKUS";"25.79";"";"24/06/2025 14:05 kaart....700424 ZARA LOUNAKESKUS/TARTU/EE #853144";"EUR"
"100000000040462";"25.06.2025";"EE112200221009876543";"Tallinna Vesi";"24.85";"3972835129";"Vesi ja kanal. 06/2025";"EUR"
"100000000042214";"25.06.2025";"";"STARBUCKS TARTU";"7.05";"";"25/06/2025 14:20 kaart....700424 STARBUCKS/TARTU/EE #755833";"EUR"
"100000000040629";"26.06.2025";"";"ADOBE CREATIVE CLOUD";"12.99";"";"26/06/2025 20:52 kaart....700424 ADOBE CC/Dublin/IE #614607";"EUR"
"100000000042261";"26.06.2025";"";"Wolt";"33.08";"";"26/06/2025 13:30 kaart....700424 Wolt/Tallinn/EE #402056";"EUR"
"100000000040401";"27.06.2025";"EE547700771000456789";"AS Pensionikeskus";"52.66";"318571063190435";"III samba sissemakse 06/2025";"EUR"
"100000000042298";"27.06.2025";"";"BOLT FOOD";"9.25";"";"27/06/2025 15:09 kaart....700424 BOLT FOOD/TARTU/EE #668326";"EUR"
"100000000042339";"28.06.2025";"";"TARTU BOWLING";"16.77";"";"28/06/2025 20:10 kaart....700424 TARTU BOWLING/TARTU/EE #513839";"EUR"
"100000000042362";"28.06.2025";"";"H&M TARTU LOUNAKESKUS";"42.86";"";"28/06/2025 13:27 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #363139";"EUR"
"100000000042394";"29.06.2025";"";"PILETILEVI";"33.89";"";"29/06/2025 19:03 kaart....700424 PILETILEVI/TALLINN/EE #165832";"EUR"
"100000000042400";"30.06.2025";"";"Amazon.de";"116.37";"";"30/06/2025 20:47 kaart....700424 Amazon.de/Berlin/DE #807265";"EUR"
"100000000042503";"01.07.2025";"";"Swedbank AS";"1.45";"";"Igapäevane pakett - kuutasu";"EUR"
"100000000042523";"01.07.2025";"";"Swedbank AS";"0.50";"";"Kaardi hooldustasu";"EUR"
"100000000043004";"01.07.2025";"";"Amazon.de";"111.23";"";"01/07/2025 20:08 kaart....700424 Amazon.de/Berlin/DE #258932";"EUR"
"100000000044914";"01.07.2025";"";"VEREVI RAND ELVA";"24.91";"";"01/07/2025 15:59 kaart....700424 VEREVI RAND/ELVA/EE #677392";"EUR"
"100000000043026";"02.07.2025";"";"AURA VEEKESKUS";"21.35";"";"02/07/2025 15:05 kaart....700424 AURA VEEKESKUS/TARTU/EE #532686";"EUR"
"100000000042848";"03.07.2025";"";"APPLE.COM/BILL";"2.99";"";"03/07/2025 20:28 kaart....700424 APPLE.COM/BILL/Cork/IE #756293";"EUR"
"100000000043062";"03.07.2025";"";"BOLT FOOD";"19.16";"";"03/07/2025 17:44 kaart....700424 BOLT FOOD/TARTU/EE #262512";"EUR"
"100000000043066";"04.07.2025";"";"BAUHAUS TARTU";"28.91";"";"04/07/2025 14:14 kaart....700424 BAUHAUS/TARTU/EE #350887";"EUR"
"100000000044957";"04.07.2025";"";"JÄÄTISEKIOSK TARTU";"6.54";"";"04/07/2025 14:23 kaart....700424 JÄÄTISEKIOSK/TARTU/EE #897048";"EUR"
"100000000042796";"05.07.2025";"";"SPOTIFY";"11.99";"";"05/07/2025 21:16 kaart....700424 SPOTIFY/Stockholm/SE #314161";"EUR"
"100000000043099";"05.07.2025";"";"SELVER TARTU RINGTEE";"25.21";"";"05/07/2025 17:09 kaart....700424 SELVER RINGTEE/TARTU/EE #244360";"EUR"
"100000000043145";"06.07.2025";"";"CHOPSTICKS TARTU";"19.87";"";"06/07/2025 19:01 kaart....700424 CHOPSTICKS/TARTU/EE #802170";"EUR"
"100000000043146";"06.07.2025";"";"APARAAT TARTU";"10.95";"";"06/07/2025 20:37 kaart....700424 APARAAT/TARTU/EE #615338";"EUR"
"100000000042625";"07.07.2025";"EE062200221034567811";"KÜ Veeriku 14";"67.13";"691928455259";"Korteriühistu kulud 07/2025";"EUR"
"100000000042641";"07.07.2025";"EE862200221015412304";"IF P&C Insurance AS";"37.01";"9933797058";"Kindlustusmakse 07/2025 poliis IFKA85009";"EUR"
"100000000042960";"07.07.2025";"";"HBO MAX";"10.99";"";"07/07/2025 22:20 kaart....700424 HBO MAX/Warsaw/PL #514751";"EUR"
"100000000043156";"07.07.2025";"";"APARAAT TARTU";"23.13";"";"07/07/2025 20:25 kaart....700424 APARAAT/TARTU/EE #323114";"EUR"
"100000000043205";"07.07.2025";"";"CIRCLE K TARTU RINGTEE";"65.74";"";"07/07/2025 08:53 kaart....700424 CIRCLE K RINGTEE/TARTU/EE #311378";"EUR"
"100000000043244";"07.07.2025";"";"SUBWAY TARTU";"9.71";"";"07/07/2025 19:01 kaart....700424 SUBWAY/TARTU/EE #567186";"EUR"
"100000000043292";"08.07.2025";"";"Veeriku Selver";"35.33";"";"08/07/2025 17:48 kaart....700424 VEERIKU SELVER/TARTU/EE #697905";"EUR"
"100000000043296";"08.07.2025";"";"TIGER TARTU";"16.56";"";"08/07/2025 14:23 kaart....700424 TIGER/TARTU/EE #586308";"EUR"
"100000000043308";"08.07.2025";"";"CIRCLE K TARTU LOUNAKE";"77.46";"";"08/07/2025 08:00 kaart....700424 CIRCLE K LOUNAKE/TARTU/EE #326936";"EUR"
"100000000043339";"08.07.2025";"";"RIMI TARTU SÕBRA";"27.07";"";"08/07/2025 17:58 kaart....700424 RIMI SÕBRA/TARTU/EE #615566";"EUR"
"100000000042887";"09.07.2025";"";"DISCORD NITRO";"9.99";"";"09/07/2025 21:10 kaart....700424 DISCORD NITRO/San Francisco/US #714969";"EUR"
"100000000043379";"09.07.2025";"";"EURONICS TARTU";"241.00";"";"09/07/2025 14:54 kaart....700424 EURONICS/TARTU/EE #132715";"EUR"
"100000000043390";"09.07.2025";"";"Veeriku Selver";"26.32";"";"09/07/2025 18:46 kaart....700424 VEERIKU SELVER/TARTU/EE #695707";"EUR"
"100000000043395";"09.07.2025";"";"COOP TARTU KESKLINN";"47.05";"";"09/07/2025 19:56 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #490931";"EUR"
"100000000042546";"10.07.2025";"EE172200221013264589";"Swedbank AS";"93.30";"43379766270";"Lep. 2022770487/põhiosa/L192867825";"EUR"
"100000000042553";"10.07.2025";"EE172200221013264589";"Swedbank AS";"159.53";"43379766270";"Lep. 2022770487/intress/L192867825";"EUR"
"100000000043425";"10.07.2025";"";"WERNER KOHVIK TARTU";"15.79";"";"10/07/2025 12:09 kaart....700424 WERNER KOHVIK/TARTU/EE #375487";"EUR"
"100000000043433";"10.07.2025";"";"LÕUNAKESKUS TERASS";"33.81";"";"10/07/2025 15:11 kaart....700424 LÕUNAKESKUS TERASS/TARTU/EE #115040";"EUR"
"100000000043470";"10.07.2025";"";"KVARTALI MAKSIMARKET";"39.74";"";"10/07/2025 18:01 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #837019";"EUR"
"100000000043498";"10.07.2025";"";"BOLT FOOD";"10.91";"";"10/07/2025 19:02 kaart....700424 BOLT FOOD/TARTU/EE #621586";"EUR"
"100000000042878";"11.07.2025";"";"XBOX GAME PASS";"14.99";"";"11/07/2025 21:06 kaart....700424 XBOX GAME PASS/Dublin/IE #386840";"EUR"
"100000000043545";"11.07.2025";"";"CAFE TRUFFE TARTU";"23.68";"";"11/07/2025 10:45 kaart....700424 CAFE TRUFFE/TARTU/EE #395246";"EUR"
"100000000043546";"11.07.2025";"";"FUDY";"7.63";"";"11/07/2025 19:44 kaart....700424 FUDY/TARTU/EE #569750";"EUR"
"100000000043561";"11.07.2025";"";"VEREVI RAND ELVA";"18.68";"";"11/07/2025 18:44 kaart....700424 VEREVI RAND/ELVA/EE #612258";"EUR"
"100000000043596";"11.07.2025";"";"TARTU BOWLING";"22.91";"";"11/07/2025 21:52 kaart....700424 TARTU BOWLING/TARTU/EE #595426";"EUR"
"100000000043634";"12.07.2025";"";"CAFE TRUFFE TARTU";"27.25";"";"12/07/2025 10:26 kaart....700424 CAFE TRUFFE/TARTU/EE #282413";"EUR"
"100000000043640";"12.07.2025";"";"POLPO TARTU";"29.06";"";"12/07/2025 10:23 kaart....700424 POLPO/TARTU/EE #552682";"EUR"
"100000000043684";"12.07.2025";"";"EUROPARK TARTU";"5.56";"";"12/07/2025 08:48 kaart....700424 EUROPARK/TARTU/EE #665404";"EUR"
"100000000043719";"13.07.2025";"";"PAYPAL *STEAM GAMES";"62.66";"";"13/07/2025 04:38 kaart....700424 PAYPAL *STEAM GAMES/Luxembourg/LU #458245";"EUR"
"100000000043764";"13.07.2025";"";"NESTE TARTU";"65.80";"";"13/07/2025 19:13 kaart....700424 NESTE/TARTU/EE #964745";"EUR"
"100000000042594";"14.07.2025";"EE021010052037412007";"Telia Eesti AS";"33.00";"794238736704";"Telia e-arve 07/2025 (mobiil+internet)";"EUR"
"100000000042688";"14.07.2025";"EE021010052087654321";"Starman TV pakett";"12.69";"417634250733";"TV ja internet 07/2025";"EUR"
"100000000042948";"14.07.2025";"";"AUDIBLE";"9.99";"";"14/07/2025 21:53 kaart....700424 AUDIBLE/London/GB #855500";"EUR"
"100000000043807";"14.07.2025";"";"ETSY.COM";"40.53";"";"14/07/2025 21:59 kaart....700424 ETSY.COM/Brooklyn/US #677187";"EUR"
"100000000043854";"14.07.2025";"";"VILJANDI FOLK FESTIVAL";"74.11";"";"14/07/2025 17:07 kaart....700424 VILJANDI FOLK/VILJANDI/EE #441298";"EUR"
"100000000042761";"15.07.2025";"";"OPENAI *CHATGPT SUBSCR";"25.00";"";"15/07/2025 22:56 kaart....700424 OPENAI *CHATGPT SUBSCR/San Francisco/US #304412";"EUR"
"100000000043896";"15.07.2025";"";"ALEXELA TARTU";"59.33";"";"15/07/2025 08:14 kaart....700424 ALEXELA/TARTU/EE #771580";"EUR"
"100000000043941";"15.07.2025";"";"PEPCO TARTU";"10.42";"";"15/07/2025 15:09 kaart....700424 PEPCO/TARTU/EE #175714";"EUR"
"100000000042634";"16.07.2025";"EE251010220061309019";"Elektrilevi OÜ";"15.48";"5357485953";"Elektriarve 07/2025 358064";"EUR"
"100000000043943";"16.07.2025";"";"SUBWAY TARTU";"16.07";"";"16/07/2025 12:01 kaart....700424 SUBWAY/TARTU/EE #117007";"EUR"
"100000000043951";"16.07.2025";"";"MCDONALDS LOUNAKESKUS";"18.19";"";"16/07/2025 12:16 kaart....700424 MCDONALDS LOUNAKESKUS/TARTU/EE #574584";"EUR"
"100000000044850";"16.07.2025";"";"Swedbank ATM TARTU";"150.00";"";"16/07/2025 16:45 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000043971";"17.07.2025";"";"MATKAVARUSTUS OÜ";"20.59";"";"17/07/2025 15:23 kaart....700424 MATKAVARUSTUS/TARTU/EE #318573";"EUR"
"100000000043974";"17.07.2025";"";"POLPO TARTU";"34.19";"";"17/07/2025 08:43 kaart....700424 POLPO/TARTU/EE #615200";"EUR"
"100000000044012";"17.07.2025";"";"Wolt";"15.08";"";"17/07/2025 19:27 kaart....700424 Wolt/Tallinn/EE #822040";"EUR"
"100000000042823";"18.07.2025";"";"Netflix";"15.49";"";"18/07/2025 22:41 kaart....700424 Netflix/Amsterdam/NL #899406";"EUR"
"100000000044047";"18.07.2025";"";"MATKAVARUSTUS OÜ";"150.92";"";"18/07/2025 14:30 kaart....700424 MATKAVARUSTUS/TARTU/EE #364405";"EUR"
"100000000044095";"18.07.2025";"";"KVARTALI MAKSIMARKET";"38.12";"";"18/07/2025 09:29 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #498302";"EUR"
"100000000044102";"18.07.2025";"";"KFC TARTU LOUNAKESKUS";"15.19";"";"18/07/2025 18:39 kaart....700424 KFC LOUNAKESKUS/TARTU/EE #530552";"EUR"
"100000000044876";"18.07.2025";"";"AURA VEEKESKUS";"13.01";"";"18/07/2025 15:52 kaart....700424 AURA VEEKESKUS/TARTU/EE #677433";"EUR"
"100000000044132";"19.07.2025";"";"APARAAT TARTU";"34.53";"";"19/07/2025 20:32 kaart....700424 APARAAT/TARTU/EE #290036";"EUR"
"100000000044177";"19.07.2025";"";"BURGER KING TARTU";"18.54";"";"19/07/2025 12:37 kaart....700424 BURGER KING/TARTU/EE #223384";"EUR"
"100000000044187";"20.07.2025";"";"PRISMA TARTU";"91.13";"";"20/07/2025 18:07 kaart....700424 PRISMA TARTU/TARTU/EE #820169";"EUR"
"100000000044199";"20.07.2025";"";"ANNE KANAL TARTU";"12.17";"";"20/07/2025 16:51 kaart....700424 ANNE KANAL/TARTU/EE #785633";"EUR"
"100000000044244";"20.07.2025";"";"R-KIOSK 4828 TARTU NES";"2.81";"";"20/07/2025 14:45 kaart....700424 R-KIOSK 4828 TARTU NES/TARTU/EE #566266";"EUR"
"100000000044289";"20.07.2025";"";"ANNE KANAL TARTU";"7.86";"";"20/07/2025 15:31 kaart....700424 ANNE KANAL/TARTU/EE #484487";"EUR"
"100000000042727";"21.07.2025";"EE112200221009876543";"Tallinna Vesi";"19.32";"782457598339";"Vesi ja kanal. 07/2025";"EUR"
"100000000042997";"21.07.2025";"";"EA PLAY";"4.99";"";"21/07/2025 22:18 kaart....700424 EA PLAY/Dublin/IE #439753";"EUR"
"100000000044292";"21.07.2025";"";"LIDL TARTU RINGTEE";"64.28";"";"21/07/2025 09:26 kaart....700424 LIDL TARTU RINGTEE/TARTU/EE #596666";"EUR"
"100000000044325";"21.07.2025";"";"BURGER KING TARTU";"13.32";"";"21/07/2025 19:30 kaart....700424 BURGER KING/TARTU/EE #520821";"EUR"
"100000000042786";"22.07.2025";"";"Google YouTubePremium";"11.99";"";"22/07/2025 09:15 kaart....700424 Google YouTubePremium/London/GB #929118";"EUR"
"100000000044368";"22.07.2025";"";"ZALANDO";"36.86";"";"22/07/2025 22:12 kaart....700424 ZALANDO/Berlin/DE #567771";"EUR"
"100000000044404";"22.07.2025";"";"JÄÄTISEKIOSK TARTU";"5.25";"";"22/07/2025 16:26 kaart....700424 JÄÄTISEKIOSK/TARTU/EE #221477";"EUR"
"100000000044437";"23.07.2025";"";"VEERIKU SELVER ISETEEN";"7.04";"";"23/07/2025 08:23 kaart....700424 VEERIKU SELVER ISETEEN/TARTU/EE #162908";"EUR"
"100000000044468";"24.07.2025";"";"MAXIMA TARTU ANNELINN";"46.77";"";"24/07/2025 18:58 kaart....700424 MAXIMA ANNELINN/TARTU/EE #355512";"EUR"
"100000000044477";"25.07.2025";"";"LIDL TARTU RINGTEE";"46.08";"";"25/07/2025 17:09 kaart....700424 LIDL TARTU RINGTEE/TARTU/EE #799486";"EUR"
"100000000044518";"25.07.2025";"";"Amazon.de";"117.41";"";"25/07/2025 22:10 kaart....700424 Amazon.de/Berlin/DE #359069";"EUR"
"100000000044832";"25.07.2025";"EE8622813195597190746";"Anneli Vaher";"200.00";"88537982143";"Laen tagasi";"EUR"
"100000000042923";"26.07.2025";"";"ADOBE CREATIVE CLOUD";"12.99";"";"26/07/2025 20:03 kaart....700424 ADOBE CC/Dublin/IE #442399";"EUR"
"100000000044568";"26.07.2025";"";"H&M TARTU LOUNAKESKUS";"29.36";"";"26/07/2025 15:02 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #436055";"EUR"
"100000000044601";"26.07.2025";"";"GROSSI TOIDUKAUBAD";"17.93";"";"26/07/2025 17:30 kaart....700424 GROSSI TOIDUKAUBAD/TARTU/EE #744764";"EUR"
"100000000044629";"26.07.2025";"";"TEMU";"42.15";"";"26/07/2025 21:49 kaart....700424 TEMU/Dublin/IE #178701";"EUR"
"100000000044655";"27.07.2025";"";"POLPO TARTU";"43.06";"";"27/07/2025 08:23 kaart....700424 POLPO/TARTU/EE #390863";"EUR"
"100000000044953";"27.07.2025";"";"AURA VEEKESKUS";"18.23";"";"27/07/2025 15:40 kaart....700424 AURA VEEKESKUS/TARTU/EE #613340";"EUR"
"100000000042647";"28.07.2025";"EE547700771000456789";"AS Pensionikeskus";"52.87";"355267338704207";"III samba sissemakse 07/2025";"EUR"
"100000000044688";"28.07.2025";"";"FUDY";"23.65";"";"28/07/2025 20:54 kaart....700424 FUDY/TARTU/EE #592738";"EUR"
"100000000044725";"29.07.2025";"";"CAFE TRUFFE TARTU";"26.35";"";"29/07/2025 17:38 kaart....700424 CAFE TRUFFE/TARTU/EE #793117";"EUR"
"100000000044766";"29.07.2025";"";"COOP TARTU KESKLINN";"50.00";"";"29/07/2025 16:33 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #746307";"EUR"
"100000000044782";"30.07.2025";"";"MCDONALDS LOUNAKESKUS";"10.24";"";"30/07/2025 12:59 kaart....700424 MCDONALDS LOUNAKESKUS/TARTU/EE #439910";"EUR"
